id,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Fireplace,Terrace,Terrace area,Garden,Garden area,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,Compound Listing
20321630,9052,APARTMENT,APARTMENT,390260,residential_sale,2,92,1.0,0.0,0,1.0,10.0,,,,,2.0,0.0,,compound
20321645,9052,APARTMENT,APARTMENT,419406,residential_sale,2,99,1.0,0.0,0,1.0,10.0,,,,,2.0,0.0,,compound
20321648,9052,APARTMENT,APARTMENT,463258,residential_sale,2,107,1.0,0.0,0,1.0,18.0,,,,,2.0,0.0,,compound
20321622,9000,APARTMENT,APARTMENT,575000,residential_sale,1,77,1.0,0.0,0,1.0,8.0,,,,,2.0,0.0,AS_NEW,compound
20318192,9400,APARTMENT,APARTMENT,299000,residential_sale,3,153,1.0,,0,1.0,6.0,,,,,2.0,,GOOD,single
20320688,1000,APARTMENT,FLAT_STUDIO,260000,residential_sale,0,40,,,0,1.0,3.0,,,,,3.0,,,compound
20320704,1000,APARTMENT,FLAT_STUDIO,265000,residential_sale,0,40,,,0,1.0,3.0,,,,,3.0,,AS_NEW,compound
20320690,1000,APARTMENT,FLAT_STUDIO,295000,residential_sale,0,50,,,0,1.0,4.0,,,,,3.0,,AS_NEW,compound
20320684,1000,APARTMENT,APARTMENT,341050,residential_sale,1,70,,,0,1.0,4.0,,,,,3.0,,AS_NEW,compound
20320691,1000,APARTMENT,APARTMENT,435000,residential_sale,2,84,,,0,1.0,4.0,,,,,3.0,,AS_NEW,compound
20318332,1070,APARTMENT,APARTMENT,322500,residential_sale,2,95,1.0,0.0,0,1.0,7.0,,,,,2.0,0.0,AS_NEW,compound
20318339,1070,APARTMENT,DUPLEX,406500,residential_sale,2,115,1.0,0.0,0,1.0,28.0,1.0,24.0,24.0,,2.0,0.0,AS_NEW,compound
20317565,9940,APARTMENT,APARTMENT,295000,residential_sale,1,75,1.0,0.0,0,1.0,17.0,,,,,2.0,0.0,AS_NEW,compound
20317569,9940,APARTMENT,APARTMENT,375000,residential_sale,2,113,1.0,0.0,0,1.0,9.0,,,,,2.0,0.0,AS_NEW,compound
20317712,9000,APARTMENT,APARTMENT,360000,residential_sale,3,104,1.0,0.0,0,1.0,14.0,,,,,2.0,0.0,AS_NEW,compound
20315980,2100,APARTMENT,APARTMENT,248000,residential_sale,3,91,1.0,,0,1.0,2.0,,,,,,,GOOD,single
20315324,2018,APARTMENT,APARTMENT,480000,residential_sale,2,116,1.0,,0,1.0,7.0,,,,,2.0,,JUST_RENOVATED,single
20315746,1190,APARTMENT,APARTMENT,329042,residential_sale,2,92,1.0,0.0,0,1.0,13.0,,,,,2.0,0.0,AS_NEW,compound
20315741,1190,APARTMENT,APARTMENT,333550,residential_sale,2,94,1.0,0.0,0,1.0,26.0,,,,,2.0,0.0,AS_NEW,compound
20318213,1760,APARTMENT,APARTMENT,399000,residential_sale,3,141,1.0,,0,1.0,65.0,,,,,,,JUST_RENOVATED,single
20321462,8660,APARTMENT,PENTHOUSE,1230000,residential_sale,2,132,1.0,,0,1.0,62.0,,,,,,,GOOD,single
20314448,7000,APARTMENT,APARTMENT,304000,residential_sale,2,107,1.0,,0,1.0,10.0,,,,,4.0,,,compound
20321967,9041,HOUSE,HOUSE,425000,residential_sale,4,194,1.0,,0,1.0,20.0,1.0,361.0,361.0,480.0,4.0,,TO_BE_DONE_UP,single
20319015,9100,APARTMENT,APARTMENT,425000,residential_sale,2,115,1.0,,0,1.0,,,,,,,,GOOD,single
20310307,9051,APARTMENT,APARTMENT,398000,residential_sale,2,94,1.0,0.0,0,1.0,3.0,,,,,2.0,0.0,AS_NEW,compound
20320828,2200,HOUSE,VILLA,649000,residential_sale,3,332,1.0,,1,1.0,,,,,1090.0,4.0,,GOOD,single
20323906,8420,APARTMENT,APARTMENT,299000,residential_sale,2,69,1.0,,0,1.0,,,,,,,,GOOD,single
20321043,7520,HOUSE,VILLA,473000,residential_sale,5,200,1.0,,0,1.0,,,,,712.0,4.0,,GOOD,single
20323812,8400,APARTMENT,APARTMENT,289000,residential_sale,2,100,,,0,1.0,,,,,,,,GOOD,single
20318953,9300,APARTMENT,APARTMENT,269000,residential_sale,2,91,1.0,,0,1.0,5.0,,,,,,,GOOD,single
20310814,4624,HOUSE,HOUSE,220000,residential_sale,3,138,1.0,0.0,0,1.0,35.0,1.0,150.0,150.0,137.0,2.0,0.0,TO_BE_DONE_UP,single
20324091,8500,HOUSE,HOUSE,234000,residential_sale,4,160,,,0,1.0,,,,,190.0,2.0,,TO_RENOVATE,single
20321197,7730,HOUSE,VILLA,566500,residential_sale,5,385,1.0,,0,1.0,,,,,2430.0,,,GOOD,single
20321670,2800,APARTMENT,APARTMENT,349000,residential_sale,2,87,1.0,,0,1.0,12.0,,,,,3.0,,AS_NEW,single
20322073,2430,APARTMENT,GROUND_FLOOR,292000,residential_sale,3,109,,,0,1.0,24.0,,,,,4.0,,,compound
20322285,2500,APARTMENT,APARTMENT,344000,residential_sale,2,99,1.0,,0,1.0,39.0,,,,,2.0,,,compound
20322281,2500,APARTMENT,APARTMENT,459000,residential_sale,2,126,1.0,,0,1.0,31.0,,,,,2.0,,,compound
20324520,9810,APARTMENT,APARTMENT,317500,residential_sale,2,78,1.0,0.0,0,1.0,5.0,,,,,,,GOOD,compound
20321521,8660,APARTMENT,APARTMENT,1250000,residential_sale,2,138,1.0,,0,1.0,62.0,,,,,,,GOOD,compound
20317704,9000,APARTMENT,APARTMENT,390000,residential_sale,3,96,1.0,0.0,0,1.0,29.0,,,,,2.0,0.0,AS_NEW,compound
20320202,1000,APARTMENT,APARTMENT,311000,residential_sale,1,75,1.0,,0,1.0,7.0,,,,,4.0,,AS_NEW,compound
20320215,1000,APARTMENT,GROUND_FLOOR,405000,residential_sale,2,98,1.0,,0,1.0,7.0,,,,,4.0,,AS_NEW,compound
20320656,1000,APARTMENT,APARTMENT,411000,residential_sale,2,104,1.0,,0,1.0,7.0,,,,,4.0,,,compound
20320655,1000,APARTMENT,APARTMENT,418000,residential_sale,2,98,1.0,,0,1.0,7.0,,,,,4.0,,,compound
20320661,1000,APARTMENT,APARTMENT,425000,residential_sale,2,104,1.0,,0,1.0,7.0,,,,,4.0,,,compound
20320652,1000,APARTMENT,PENTHOUSE,444000,residential_sale,2,104,1.0,,0,1.0,7.0,,,,,4.0,,,compound
20317973,1070,APARTMENT,PENTHOUSE,351500,residential_sale,1,83,1.0,0.0,0,1.0,26.0,1.0,26.0,26.0,,2.0,0.0,AS_NEW,compound
20317972,1070,APARTMENT,PENTHOUSE,426500,residential_sale,3,113,1.0,0.0,0,1.0,28.0,1.0,24.0,24.0,,2.0,0.0,AS_NEW,compound
20320669,1000,APARTMENT,GROUND_FLOOR,407000,residential_sale,2,104,1.0,,0,1.0,12.0,,,,,4.0,,,compound
20320676,1000,APARTMENT,GROUND_FLOOR,431000,residential_sale,2,106,1.0,,0,1.0,11.0,,,,,4.0,,,compound
20320674,1000,APARTMENT,APARTMENT,437000,residential_sale,2,107,1.0,,0,1.0,11.0,,,,,4.0,,,compound
20320165,1000,APARTMENT,GROUND_FLOOR,366000,residential_sale,2,93,1.0,,0,1.0,8.0,,,,,4.0,,AS_NEW,compound
20320157,1000,APARTMENT,APARTMENT,377000,residential_sale,2,93,1.0,,0,1.0,8.0,,,,,4.0,,,compound
20317017,1050,APARTMENT,APARTMENT,495000,residential_sale,3,136,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,single
20315465,1357,APARTMENT,APARTMENT,209500,residential_sale,1,68,,,0,,,,,,,2.0,,,compound
20315445,1325,APARTMENT,APARTMENT,322570,residential_sale,1,72,1.0,0.0,0,1.0,34.0,,,,,,0.0,,compound
20319127,4400,HOUSE,HOUSE,190000,residential_sale,2,115,1.0,,1,1.0,25.0,1.0,2000.0,2000.0,2313.0,3.0,0.0,GOOD,single
20324797,2890,HOUSE,VILLA,649000,residential_sale,5,174,1.0,,0,1.0,75.0,,,,593.0,4.0,1.0,GOOD,single
20314445,7030,APARTMENT,APARTMENT,274000,residential_sale,2,96,1.0,,0,1.0,6.0,,,,,4.0,,,compound
20312274,8300,APARTMENT,APARTMENT,885000,residential_sale,2,99,,0.0,0,,,,,,,,,AS_NEW,compound
20312287,8300,APARTMENT,APARTMENT,925000,residential_sale,2,96,,0.0,0,,,,,,,,,AS_NEW,compound
20312344,8300,APARTMENT,APARTMENT,1095000,residential_sale,2,79,,0.0,0,,,,,,,,,AS_NEW,compound
20312301,8300,APARTMENT,APARTMENT,1975000,residential_sale,2,144,,0.0,0,,,,,,,,,AS_NEW,compound
20312248,8300,APARTMENT,APARTMENT,2975000,residential_sale,4,186,,0.0,0,,,,,,,,,AS_NEW,compound
20317296,2600,APARTMENT,FLAT_STUDIO,159000,residential_sale,0,41,1.0,,0,1.0,9.0,,,,,,,GOOD,single
20321370,8540,APARTMENT,APARTMENT,424000,residential_sale,3,119,1.0,0.0,0,1.0,21.0,,,,,,,GOOD,single
20316523,7812,HOUSE,MANSION,499000,residential_sale,5,321,1.0,,0,1.0,40.0,1.0,515.0,515.0,891.0,4.0,1.0,GOOD,single
20322438,3010,HOUSE,HOUSE,299000,residential_sale,3,204,1.0,0.0,0,1.0,,,,,193.0,,,TO_RENOVATE,single
20317245,8530,HOUSE,HOUSE,229000,residential_sale,3,121,1.0,,0,1.0,14.0,,,,197.0,2.0,,JUST_RENOVATED,single
20313339,1030,HOUSE,APARTMENT_BLOCK,375000,residential_sale,5,200,1.0,0.0,0,1.0,10.0,1.0,30.0,30.0,100.0,2.0,0.0,TO_BE_DONE_UP,single
20317813,2060,HOUSE,HOUSE,369000,residential_sale,5,228,1.0,,0,1.0,9.0,1.0,27.0,27.0,100.0,2.0,,GOOD,single
20306871,2100,APARTMENT,PENTHOUSE,400000,residential_sale,3,152,1.0,,0,1.0,110.0,,,,,2.0,,GOOD,single
20311104,1840,HOUSE,VILLA,595000,residential_sale,4,226,,,0,1.0,,1.0,1900.0,1900.0,2406.0,4.0,,AS_NEW,single
20309622,2800,APARTMENT,GROUND_FLOOR,375000,residential_sale,2,94,1.0,,0,1.0,7.0,,,,,2.0,,GOOD,single
20316344,9230,HOUSE,HOUSE,740000,residential_sale,4,252,1.0,,1,1.0,40.0,1.0,1292.0,1292.0,1481.0,4.0,,TO_BE_DONE_UP,single
20324372,2640,APARTMENT,APARTMENT,240000,residential_sale,1,54,1.0,,0,1.0,12.0,,,,,,,,compound
20324347,2640,APARTMENT,APARTMENT,339570,residential_sale,2,92,1.0,,0,1.0,13.0,,,,,,,,compound
20324341,2640,APARTMENT,APARTMENT,382500,residential_sale,3,117,1.0,,0,1.0,13.0,,,,,,,,compound
20324339,2640,APARTMENT,APARTMENT,402413,residential_sale,2,114,1.0,,0,1.0,13.0,,,,,,,,compound
20324369,2640,APARTMENT,APARTMENT,452025,residential_sale,3,117,1.0,,0,1.0,35.0,,,,,,,,compound
20321528,8830,APARTMENT,APARTMENT,289000,residential_sale,2,107,1.0,,0,,,1.0,22.0,22.0,,,,GOOD,compound
20324389,9230,APARTMENT,APARTMENT,335000,residential_sale,2,117,1.0,,0,1.0,10.0,,,,,2.0,,,compound
20324111,1000,APARTMENT,FLAT_STUDIO,413000,residential_sale,0,56,1.0,0.0,0,1.0,11.0,,,,,2.0,0.0,,compound
20324119,1000,APARTMENT,APARTMENT,765000,residential_sale,2,119,1.0,0.0,0,1.0,13.0,,,,,2.0,,AS_NEW,compound
20324126,1000,APARTMENT,APARTMENT,1445000,residential_sale,3,177,1.0,0.0,0,1.0,30.0,,,,,2.0,,AS_NEW,compound
20324137,1000,APARTMENT,PENTHOUSE,1650000,residential_sale,3,182,1.0,,0,1.0,45.0,,,,,,,,compound
20317707,9000,APARTMENT,GROUND_FLOOR,235000,residential_sale,1,57,1.0,0.0,0,1.0,10.0,,,,,2.0,0.0,AS_NEW,compound
20317714,9000,APARTMENT,APARTMENT,360000,residential_sale,3,104,1.0,0.0,0,1.0,14.0,,,,,2.0,0.0,AS_NEW,compound
20324832,8600,APARTMENT,APARTMENT,359500,residential_sale,2,111,1.0,0.0,0,1.0,,,,,,,,GOOD,compound
20324836,8600,APARTMENT,APARTMENT,435600,residential_sale,2,133,1.0,0.0,0,1.0,,,,,,,,GOOD,compound
20318345,1080,APARTMENT,PENTHOUSE,351500,residential_sale,1,83,1.0,0.0,0,1.0,26.0,1.0,26.0,26.0,,2.0,0.0,AS_NEW,compound
20318343,1080,APARTMENT,PENTHOUSE,426500,residential_sale,3,113,1.0,0.0,0,1.0,28.0,1.0,24.0,24.0,,2.0,0.0,AS_NEW,compound
20320080,1000,APARTMENT,APARTMENT,335000,residential_sale,2,92,1.0,,0,,,,,,,4.0,,,compound
20320078,1000,APARTMENT,APARTMENT,380000,residential_sale,2,96,1.0,,0,1.0,7.0,,,,,4.0,,,compound
20321488,8540,APARTMENT,APARTMENT,363000,residential_sale,3,140,1.0,0.0,0,,,,,,,,,GOOD,compound
20324878,8540,APARTMENT,APARTMENT,455000,residential_sale,2,113,1.0,0.0,0,1.0,28.0,,,,,,,GOOD,compound
20318958,1310,APARTMENT,GROUND_FLOOR,1838000,residential_sale,2,260,1.0,0.0,0,1.0,43.0,1.0,57.0,57.0,,,0.0,AS_NEW,compound
20318946,1310,APARTMENT,GROUND_FLOOR,1985000,residential_sale,3,322,1.0,0.0,0,1.0,56.0,,,,,,0.0,AS_NEW,compound
20324529,9500,HOUSE,HOUSE,257000,residential_sale,4,156,,0.0,0,1.0,,,,,1913.0,4.0,,TO_RENOVATE,single
20317284,9800,APARTMENT,APARTMENT,232000,residential_sale,1,71,1.0,0.0,0,1.0,18.0,,,,,,,GOOD,compound
20316224,9800,APARTMENT,APARTMENT,272000,residential_sale,2,91,1.0,0.0,0,1.0,22.0,,,,,,,GOOD,compound
20316199,9800,APARTMENT,APARTMENT,285000,residential_sale,2,91,1.0,0.0,0,1.0,4.0,,,,,,,GOOD,compound
20316235,9800,APARTMENT,APARTMENT,302000,residential_sale,2,97,1.0,0.0,0,1.0,18.0,,,,,,,GOOD,compound
20316207,9800,APARTMENT,APARTMENT,465000,residential_sale,3,171,1.0,,0,1.0,11.0,,,,,,,GOOD,compound
20315770,1730,APARTMENT,GROUND_FLOOR,348500,residential_sale,2,97,,,0,1.0,14.0,1.0,76.0,76.0,,2.0,,AS_NEW,compound
20318225,9500,APARTMENT,APARTMENT,195000,residential_sale,2,130,1.0,,0,,,,,,,2.0,,GOOD,single
20318937,8450,APARTMENT,APARTMENT,279000,residential_sale,2,79,,,0,1.0,22.0,,,,,,,GOOD,single
20313090,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313130,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313078,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313214,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313184,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313120,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313110,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313189,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313145,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313157,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313209,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313064,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313060,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313251,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313213,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313170,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313171,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313223,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313247,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313123,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313104,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313066,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313094,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313049,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313151,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313126,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313065,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313098,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313210,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313185,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313174,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313169,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313173,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313101,1070,APARTMENT,KOT,132350,residential_sale,0,17,,,0,,,,,,,2.0,,AS_NEW,compound
20313114,1070,APARTMENT,FLAT_STUDIO,199900,residential_sale,0,34,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313242,1070,APARTMENT,FLAT_STUDIO,199900,residential_sale,0,34,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313087,1070,APARTMENT,FLAT_STUDIO,213600,residential_sale,0,34,,,0,,,,,,,2.0,,AS_NEW,compound
20313178,1070,APARTMENT,FLAT_STUDIO,241050,residential_sale,0,40,1.0,,0,1.0,5.0,,,,,2.0,,AS_NEW,compound
20313102,1070,APARTMENT,FLAT_STUDIO,241050,residential_sale,0,40,1.0,,0,1.0,5.0,,,,,2.0,,AS_NEW,compound
20313116,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313215,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313112,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313142,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313139,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313079,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313089,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313141,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313140,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313176,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313196,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313160,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313198,1070,APARTMENT,FLAT_STUDIO,258650,residential_sale,0,44,1.0,,0,1.0,6.0,,,,,2.0,,AS_NEW,compound
20313103,1070,APARTMENT,FLAT_STUDIO,305700,residential_sale,0,51,1.0,,0,1.0,5.0,,,,,2.0,,AS_NEW,compound
20310616,2850,APARTMENT,APARTMENT,249900,residential_sale,2,125,1.0,,0,1.0,13.0,,,,,2.0,,AS_NEW,single
20317242,9600,APARTMENT,APARTMENT,235000,residential_sale,2,103,1.0,,0,1.0,20.0,1.0,104.0,104.0,,3.0,,GOOD,single
20321369,8540,APARTMENT,APARTMENT,455000,residential_sale,2,113,1.0,0.0,0,1.0,28.0,,,,,,,GOOD,single
20317278,9600,HOUSE,MANSION,695000,residential_sale,5,428,1.0,,0,1.0,,,,,1919.0,4.0,,AS_NEW,single
20322481,9050,HOUSE,HOUSE,365000,residential_sale,2,145,1.0,,0,1.0,,,,,123.0,,,TO_BE_DONE_UP,single
20315018,9860,HOUSE,HOUSE,455000,residential_sale,3,147,1.0,0.0,0,1.0,16.0,1.0,77.0,77.0,217.0,3.0,0.0,JUST_RENOVATED,single
20313336,1030,HOUSE,HOUSE,375000,residential_sale,5,200,1.0,0.0,0,1.0,10.0,1.0,30.0,30.0,100.0,2.0,0.0,TO_BE_DONE_UP,single
20317863,1755,HOUSE,MIXED_USE_BUILDING,560000,residential_sale,4,350,1.0,,0,1.0,40.0,1.0,32.0,32.0,3270.0,3.0,,GOOD,single
20308496,1080,APARTMENT,APARTMENT,165000,residential_sale,1,55,,,0,1.0,11.0,,,,,2.0,,GOOD,single
20323696,5070,HOUSE,VILLA,630000,residential_sale,5,350,1.0,,1,,,,,,2800.0,4.0,,JUST_RENOVATED,single
20310291,9890,HOUSE,HOUSE,459000,residential_sale,3,430,1.0,0.0,0,1.0,50.0,1.0,179.0,179.0,309.0,2.0,0.0,TO_BE_DONE_UP,single
20324412,2100,APARTMENT,APARTMENT,239500,residential_sale,1,67,,,0,1.0,4.0,,,,,2.0,,,compound
20323984,1420,APARTMENT,APARTMENT,342000,residential_sale,2,99,1.0,0.0,0,1.0,8.0,,,,,3.0,0.0,AS_NEW,compound
20324073,1050,APARTMENT,FLAT_STUDIO,413000,residential_sale,0,56,1.0,0.0,0,1.0,11.0,,,,,2.0,0.0,,compound
20324188,1410,APARTMENT,PENTHOUSE,594200,residential_sale,3,130,1.0,0.0,0,1.0,64.0,,,,,4.0,0.0,AS_NEW,compound
20317697,9051,APARTMENT,GROUND_FLOOR,260000,residential_sale,1,76,1.0,0.0,0,1.0,12.0,,,,,2.0,0.0,AS_NEW,compound
20317691,9051,APARTMENT,APARTMENT,390000,residential_sale,3,96,1.0,0.0,0,1.0,29.0,,,,,2.0,0.0,AS_NEW,compound
20320142,1000,APARTMENT,APARTMENT,360000,residential_sale,2,95,1.0,,0,1.0,6.0,,,,,4.0,,AS_NEW,compound
20317666,9940,APARTMENT,APARTMENT,295000,residential_sale,1,75,1.0,0.0,0,1.0,17.0,,,,,2.0,0.0,AS_NEW,compound
20317677,9940,APARTMENT,GROUND_FLOOR,360000,residential_sale,2,103,1.0,0.0,0,1.0,36.0,,,,,2.0,0.0,AS_NEW,compound
20320257,1000,APARTMENT,APARTMENT,350000,residential_sale,2,97,1.0,,0,1.0,5.0,,,,,3.0,,,compound
20320220,1000,APARTMENT,GROUND_FLOOR,356000,residential_sale,2,104,1.0,,0,1.0,9.0,,,,,3.0,,AS_NEW,compound
20320246,1000,APARTMENT,APARTMENT,359000,residential_sale,2,102,1.0,,0,1.0,9.0,,,,,3.0,,,compound
20320242,1000,APARTMENT,APARTMENT,364000,residential_sale,2,102,1.0,,0,1.0,9.0,,,,,3.0,,,compound
20320230,1000,APARTMENT,APARTMENT,365000,residential_sale,2,97,1.0,,0,1.0,5.0,,,,,3.0,,,compound
20320228,1000,APARTMENT,APARTMENT,366000,residential_sale,2,102,1.0,,0,1.0,9.0,,,,,3.0,,AS_NEW,compound
20320237,1000,APARTMENT,APARTMENT,374000,residential_sale,2,102,1.0,,0,1.0,9.0,,,,,3.0,,,compound
20320280,1000,APARTMENT,APARTMENT,379000,residential_sale,2,102,1.0,,0,1.0,9.0,,,,,3.0,,,compound
20320272,1000,APARTMENT,APARTMENT,379000,residential_sale,2,102,1.0,,0,1.0,9.0,,,,,3.0,,,compound
20316946,2600,APARTMENT,APARTMENT,149000,residential_sale,1,48,1.0,,0,1.0,9.0,,,,,,,GOOD,single
20315652,1180,APARTMENT,APARTMENT,470000,residential_sale,3,179,1.0,0.0,0,1.0,10.0,,,,,2.0,0.0,GOOD,single
20315842,9051,APARTMENT,APARTMENT,260000,residential_sale,1,76,1.0,0.0,0,1.0,12.0,,,,,,,GOOD,compound
20315799,9051,APARTMENT,APARTMENT,325000,residential_sale,1,81,1.0,0.0,0,1.0,13.0,,,,,,,GOOD,compound
20315776,9051,APARTMENT,APARTMENT,365000,residential_sale,3,101,1.0,0.0,0,1.0,13.0,,,,,,,GOOD,compound
20315874,9051,APARTMENT,APARTMENT,400000,residential_sale,3,111,1.0,0.0,0,1.0,27.0,,,,,,,GOOD,compound
20323831,3061,HOUSE,HOUSE,419000,residential_sale,2,200,1.0,,0,1.0,15.0,1.0,100.0,100.0,253.0,,,TO_BE_DONE_UP,single
20314378,9000,APARTMENT,APARTMENT,235000,residential_sale,1,57,1.0,0.0,0,1.0,10.0,,,,,,,GOOD,compound
20314331,9000,APARTMENT,APARTMENT,265000,residential_sale,1,59,1.0,0.0,0,1.0,10.0,,,,,,,GOOD,compound
20314372,9000,APARTMENT,APARTMENT,340000,residential_sale,3,96,1.0,0.0,0,1.0,26.0,,,,,,,GOOD,compound
20314267,9000,APARTMENT,APARTMENT,370000,residential_sale,2,100,1.0,0.0,0,1.0,10.0,,,,,,,GOOD,compound
20316323,2100,HOUSE,HOUSE,309900,residential_sale,3,120,1.0,,1,1.0,9.0,1.0,110.0,110.0,185.0,2.0,,TO_RENOVATE,single
20315429,2660,APARTMENT,APARTMENT,265000,residential_sale,2,90,1.0,,0,1.0,14.0,,,,,2.0,,AS_NEW,single
20321843,4650,HOUSE,APARTMENT_BLOCK,149000,residential_sale,3,248,1.0,0.0,0,,,,,,101.0,2.0,0.0,TO_RENOVATE,single
20310285,9700,APARTMENT,APARTMENT,313258,residential_sale,2,89,1.0,0.0,0,1.0,8.0,,,,,2.0,0.0,AS_NEW,compound
20316175,4400,HOUSE,HOUSE,265000,residential_sale,3,135,1.0,1.0,0,1.0,10.0,1.0,50.0,50.0,145.0,2.0,0.0,AS_NEW,single
20323866,9820,APARTMENT,APARTMENT,389000,residential_sale,2,100,1.0,1.0,0,1.0,,,,,,,,GOOD,single
20309124,2600,APARTMENT,APARTMENT,389000,residential_sale,2,125,1.0,,0,1.0,19.0,,,,,,,GOOD,single
